id,roberta_neg,roberta_neu,roberta_pos,author,content,country,date_time,language,number_of_likes,number_of_shares
7.88569e+17,0.002268226,0.04383474,0.95389706,katyperry,@yungskeeter so niche and I like it,,19/10/2016 02:35,en,1453,499
7.87785e+17,0.00079930364,0.01756988,0.98163086,katyperry,Felt like a fairy godmother last night in @marchesafashion for @childrensla ❤️ https://t.co/N4pZr76GYl,,16/10/2016 22:38,en,7804,2167
7.87785e+17,0.00079930364,0.01756988,0.98163086,shakira,Braid day! Walking in Barcelona. Shak https://t.co/pmBlGoryp5,,16/10/2016 22:38,en,10411,1599
7.87556e+17,0.14844386,0.7435038,0.108052336,katyperry,This was one of my favorite parts of the night. ❤️ https://t.co/m7k6AvrFNl,,16/10/2016 07:30,en,7579,1872
7.87556e+17,0.14844386,0.7435038,0.108052336,katyperry,I hope there are side by side graves for both steel drums and chokers in 2k16,,16/10/2016 07:29,en,11293,2810
7.86839e+17,0.012291155,0.46282873,0.5248801,katyperry,Throwing rose petals at the club. 🌹,,14/10/2016 07:59,en,13398,3874
7.86724e+17,0.011787892,0.40406564,0.58414644,katyperry,There's a lot of women making HERstory this election cycle! Find them up AND down the ballot Nov… https://t.co/HVEup5Qoia,,14/10/2016 00:25,en,8931,2153
7.86724e+17,0.011787892,0.40406564,0.58414644,ladygaga,@tobeymonster @tattooedreams don't read into everything so much.,,14/10/2016 00:24,en,2592,846
7.86724e+17,0.011787892,0.40406564,0.58414644,Twitter,"#TNF is streaming LIVE on Twitter! Tune in now to catch the @Broncos take on the @Chargers.
https://t.co/eCsgy1PHoE",,14/10/2016 00:24,en,437,170
7.85889e+17,0.0018160725,0.07891379,0.9192701,katyperry,Investing in girls helps them build better lives and creates a more peaceful and prosperous world for ALL. RT if yo… https://t.co/mweKT8UJeK,,11/10/2016 17:05,en,21402,9178
7.8572e+17,0.0010442871,0.013662755,0.985293,katyperry,Just wrapped another great @COVERGIRL shoot. Honored to have the pleasure to announce the very… https://t.co/8vq7UPwKhf,,11/10/2016 05:52,en,8893,2357
7.85336e+17,0.0045145764,0.11401963,0.88146585,katyperry,There's a few brains I would like to see science dissect after full utilization and @Sia's should be one of them. ILYSM ❤️,,10/10/2016 04:29,en,17183,5335
7.85312e+17,0.16084036,0.67997617,0.15918358,katyperry,"Finally, last debate is OCT 19. FIGURE OUT A WAY TO COVER MORE ISSUES. #debate",,10/10/2016 02:52,en,11060,2674
7.8531e+17,0.6502181,0.30336455,0.04641734,katyperry,Twitter world: it's spelled Hillary with 2 L's (but I kinda have no room to talk re typos🙄),,10/10/2016 02:43,en,6898,1540
7.85309e+17,0.0017646111,0.015087548,0.98314786,katyperry,YES THIS ⤵️ https://t.co/2VTRjE18I9,,10/10/2016 02:39,en,4255,985
7.85309e+17,0.0017646111,0.015087548,0.98314786,katyperry,I'm so glad for #earlyvoting #debates,,10/10/2016 02:39,en,5259,1204
7.85309e+17,0.0017646111,0.015087548,0.98314786,Twitter,"The biggest moments, Tweets, and topics on Twitter from the second of the presidential #debates. https://t.co/FcNAD62V1H",,10/10/2016 02:40,en,527,133
7.85308e+17,0.0033135847,0.18980673,0.80687964,katyperry,@BetteMidler I'm coming over with a bottle,,10/10/2016 02:38,en,2580,639
7.85308e+17,0.0033135847,0.18980673,0.80687964,katyperry,Make #karlbecker #1 TT if you have a ❤️,,10/10/2016 02:38,en,4839,1304
7.85308e+17,0.0033135847,0.18980673,0.80687964,Twitter,"The #debates continue, streaming LIVE on Twitter. Watch the final presidential debate on Wednesday, 10/19.
https://t.co/l2fPw8j3O6",,10/10/2016 02:37,en,523,181
7.85307e+17,0.045281217,0.3443931,0.6103257,katyperry,MY HEART GOES ON,,10/10/2016 02:34,en,6459,2170
7.85306e+17,0.030188356,0.6293561,0.34045553,katyperry,. @RonanFarrow measly numbers 💅🏼,,10/10/2016 02:28,en,4466,1046
7.85306e+17,0.030188356,0.6293561,0.34045553,ladygaga,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/WU0xmfEzPR,,10/10/2016 02:27,en,4382,1466
7.85303e+17,0.09423859,0.84468305,0.061078414,katyperry,COME ON WE DONT HAVE TIME TO MISS THIS https://t.co/3ERvxQ29hd,,10/10/2016 02:17,en,4756,1268
7.85303e+17,0.09423859,0.84468305,0.061078414,katyperry,@RonanFarrow GIF u kno,,10/10/2016 02:16,en,1368,428
7.85303e+17,0.09423859,0.84468305,0.061078414,ladygaga,"Did he just say? ""How stupid is our country?""-Trump VERY IMPORTANT TO VOTE #presidentialdebate #Vote #Vote4America",,10/10/2016 02:17,en,12436,4866
7.85302e+17,0.005817457,0.13394728,0.8602352,katyperry,@RonanFarrow this is what the meme was created for 🙌🏼,,10/10/2016 02:14,en,1521,503
7.85299e+17,0.528622,0.40656105,0.06481697,katyperry,I notice these are not built in mics tonight...PLEASE DROP THE MIC TONIGHT HILL! 🎤⤵️ @HillaryClinton #DROPTHEMICHRC #debates,,10/10/2016 02:02,en,6745,1787
7.85299e+17,0.528622,0.40656105,0.06481697,instagram,"“My overarching theme is the beauty of the ordinary.” –@juliegeb, #doortrait photographer (via @CBSSF) https://t.co/gh3UiCqQrD",,10/10/2016 02:00,en,633,125
7.85296e+17,0.07710321,0.79497856,0.12791824,katyperry,"*teeth, you get it.",,10/10/2016 01:50,en,4416,1182
7.85296e+17,0.07710321,0.79497856,0.12791824,katyperry,WHAT IT MEANS TO SMILE WITH YOUR MOUTH #YOUGOTTHIS https://t.co/QjyReSoivF,,10/10/2016 01:49,en,3740,967
7.85295e+17,0.28936026,0.608201,0.10243874,katyperry,RT IF YOU ARE YELLING AT THE TV RIGHT NOW. #debates,,10/10/2016 01:45,en,14952,9551
7.85294e+17,0.18407091,0.7358603,0.08006884,katyperry,KEEP THEM NOTES 📝 @HillaryClinton,,10/10/2016 01:42,en,6108,1586
7.85294e+17,0.18407091,0.7358603,0.08006884,ladygaga,@Robert4533 go with your friends! Wear a flag! Talk about the future!,,10/10/2016 01:41,en,1971,603
7.85294e+17,0.18407091,0.7358603,0.08006884,ladygaga,Is everyone seeing how important it is to #vote? #presidentialdebate I'm as equally suspended in absurdity. Why is he hovering around her?,,10/10/2016 01:39,en,19766,6955
7.85291e+17,0.23748662,0.6513883,0.111125104,katyperry,I KNOW #GETTOTHEPOLICIES  https://t.co/Z9O29t0Kyh,,10/10/2016 01:27,en,4021,1008
7.85289e+17,0.5362715,0.39440164,0.0693268,katyperry,"PUSSY, say it!  https://t.co/2dHfe7QVkY",,10/10/2016 01:22,en,7661,2739
7.85288e+17,0.16761014,0.4992772,0.33311263,katyperry,BEST joke of the year https://t.co/Z77g8WC9WC,,10/10/2016 01:18,en,13965,8023
7.85287e+17,0.1547194,0.8025309,0.04274977,katyperry,@shannonwoodward beta blockers,,10/10/2016 01:14,en,1323,460
7.85285e+17,0.0018982018,0.08178704,0.9163148,katyperry,SLOW AND STEADY WINS THE RACE. 🐢❤️🙌🏼 #YOUGOTTHISHRC  https://t.co/IXsTRwDw59,,10/10/2016 01:04,en,6150,1589
7.85285e+17,0.0018982018,0.08178704,0.9163148,Twitter,"Streaming LIVE:

@HillaryClinton
#debates
@realDonaldTrump  

Watch on Twitter NOW! 🇺🇸 
https://t.co/l2fPw8j3O6",,10/10/2016 01:04,en,669,486
7.85283e+17,0.56872094,0.40780792,0.023471097,katyperry,DON'T SHAKE HIS HAND #debates,,10/10/2016 00:55,en,9349,2333
7.85283e+17,0.56872094,0.40780792,0.023471097,TheEllenShow,Hey tweeps! Just woke up from a nap. Is there anything on TV tonight?,,10/10/2016 00:55,en,13432,1218
7.85266e+17,0.39873084,0.56382084,0.0374483,katyperry,"...police reform, gun control, mental health awareness, women's rights &amp; affordable education @HillaryClinton #Debates",,09/10/2016 23:49,en,7534,2032
7.85266e+17,0.39873084,0.56382084,0.0374483,katyperry,"Difficult subjects I'd like to hear thoughts on tonight are: national security, climate change, excess incarceration (aka modern slavery)...",,09/10/2016 23:49,en,10103,2428
7.85266e+17,0.39873084,0.56382084,0.0374483,cnnbrk,Widespread flooding expected for several days in North Carolina following Hurricane Matthew. https://t.co/vhsTXXWyuC,,09/10/2016 23:49,en,277,227
7.85261e+17,0.44586116,0.45531708,0.098821685,katyperry,...lays out her policies about difficult subjects to an audience that is already preparing a seat at the table for her 🙏🏼,,09/10/2016 23:29,en,8481,2001
7.85261e+17,0.44586116,0.45531708,0.098821685,katyperry,My wish for tonight's #Debates is that @HillaryClinton ignores the troll's time-wasting distractions and...,,09/10/2016 23:29,en,7391,1965
7.84861e+17,0.30422384,0.5758507,0.11992537,katyperry,"I dare you to stay home from the club tonight and get woke, I am: https://t.co/urCKMJvZfK",,08/10/2016 21:01,en,8879,2624
7.84699e+17,0.009910975,0.78735286,0.20273615,katyperry,Gone fishin 🎣 https://t.co/LQS6Z9fNH0,,08/10/2016 10:16,en,7056,2058
7.84671e+17,0.11270922,0.5783442,0.30894646,katyperry,@KatysMyHabibi Nope. I would stay and peacefully protest. 🙏🏼,,08/10/2016 08:25,en,2193,802
7.84666e+17,0.24453568,0.6406881,0.11477612,katyperry,"@sella_sandra it was one of those classic ""celebs should keep their opinion to themselves lols""",,08/10/2016 08:04,en,1881,633
7.84664e+17,0.031781267,0.22362962,0.7445891,katyperry,"Wait...he is a celeb...so what ur saying is...don't use your voice...BUT run for president! Oh! Got it, thanks ❤️🙌🏼 https://t.co/IvJXAGKsr5",,08/10/2016 07:57,en,8308,1784
7.84661e+17,0.07374993,0.57465553,0.35159448,katyperry,"L👀k! I found the new trump campaign clip, watch here: https://t.co/bOeW8CRYIW #happyhalloween? #NSFW",,08/10/2016 07:46,en,5938,1707
7.84652e+17,0.011512217,0.25978246,0.72870535,katyperry,"Finally, some light at the end of the tunnel!  https://t.co/GOH9wfzw5v",,08/10/2016 07:11,en,5396,1365
7.84652e+17,0.011512217,0.25978246,0.72870535,cnnbrk,"Part of I-95 in South Carolina is impassable in both directions because of Hurricane #Matthew , state DOT says.… https://t.co/XHj2L8C17T",,08/10/2016 07:11,en,327,319
7.84626e+17,0.001251242,0.038990017,0.9597587,katyperry,Gay 4 DOLLY! ❤️💛💚💙💜 https://t.co/WFuw4IyXPf,,08/10/2016 05:27,en,6502,1823
7.84626e+17,0.001251242,0.038990017,0.9597587,ladygaga,"@nympelle dilated falling free, in a modern ecstasy!",,08/10/2016 05:25,en,2570,798
7.84606e+17,0.23489292,0.676397,0.08871011,katyperry,@CraigyFerg @RealMattLucas never forget skittles.,,08/10/2016 04:07,en,1659,538
7.84605e+17,0.6022301,0.34981498,0.04795491,katyperry,"If you have any more excuses about him after watching this, God have mercy on your soul.  https://t.co/Xi8Xba3ijw",,08/10/2016 04:04,en,17523,6459
7.84209e+17,0.0016081173,0.1487284,0.8496635,katyperry,Yes! Everyone is getting into formation❗️ https://t.co/K46vKw8AOy,,07/10/2016 01:51,en,10279,3536
7.84207e+17,0.009192263,0.5128257,0.47798198,katyperry,@BrunoMars I am ready papi,,07/10/2016 01:39,en,8383,5223
7.84165e+17,0.10368528,0.66235703,0.23395763,katyperry,A visual explanation to what ppl in Florida and surrounding areas are experiencing... 🙁 send them prayers up!   https://t.co/cWxMoVoJxK,,06/10/2016 22:56,en,11469,4183
7.84163e+17,0.000867605,0.012879962,0.9862525,katyperry,My new president and my new preacher together at last!!! ❤️🙌🏼 https://t.co/PI8D5CfLEz,,06/10/2016 22:44,en,7546,1967
7.83952e+17,0.12479526,0.443882,0.4313227,katyperry,❗️HOLY SHIT❗️ this song by @skottpeace is vibes for days: https://t.co/YjxFCpEuAQ,,06/10/2016 08:46,en,7016,1943
7.83813e+17,0.20422679,0.5085852,0.28718793,katyperry,"You hear it as ""excellent"" I hear it as ""egg salad with lint"" 🤔",,05/10/2016 23:36,en,14456,4401
7.8356e+17,0.00540039,0.77611816,0.21848136,katyperry,. @ferras &amp; I are cadence kweens 👑 cc @jessesaintjohn,,05/10/2016 06:51,en,7116,1545
7.8356e+17,0.00540039,0.77611816,0.21848136,ladygaga,"@fu just do what I would do. F💖CK IT. Live your life, no shame. Love, Joanne xoxo",,05/10/2016 06:52,en,2693,1022
7.83462e+17,0.07887442,0.32919,0.5919356,katyperry,You know it's a good meeting when you have fomo while just going to the toilet.,,05/10/2016 00:19,en,12614,3333
7.83462e+17,0.07887442,0.32919,0.5919356,cnnbrk,"Eye of Hurricane Matthew made landfall near eastern tip of Cuba, National Hurricane Center says. https://t.co/7nIYXRtKEl",,05/10/2016 00:23,en,183,201
7.83042e+17,0.5302524,0.3196397,0.15010792,katyperry,"WOAH. Was floored by my bestie @shannonwoodward last night in @WestworldHBO I'm foaming at the mouth for more, questioning everything today😐",,03/10/2016 20:31,en,7287,1946
7.82491e+17,0.005936436,0.06704765,0.92701596,katyperry,"In a world driven by fear @DollyParton makes me feel safe, pure and simple. ❤️",,02/10/2016 08:04,en,15903,3523
7.82176e+17,0.012183812,0.8721299,0.11568633,katyperry,ready for October like https://t.co/thGnDNXJSA,,01/10/2016 11:10,en,25617,8251
7.8176e+17,0.004157635,0.26458922,0.7312531,katyperry,meaningful lyrical connection + bit of math + makes your head bob = 👍🏼 pop song recipe,,30/09/2016 07:37,en,14776,4513
7.8162e+17,0.25165513,0.6515338,0.096811146,katyperry,When you think summer is over but it's still about 90 degrees out here and you need to match the… https://t.co/bbSdnVBuTK,,29/09/2016 22:23,en,8879,2186
7.81571e+17,0.09417955,0.33948955,0.5663309,katyperry,"HOW MANY MORE FUNNY THINGS DO WE HAVE TO DO TO GET YA TO THE POLLS NOV 8TH?!
LOL. But seriously: https://t.co/hv3DTAms4Q #VoteHoney",,29/09/2016 19:06,en,8775,2631
7.81383e+17,0.005835813,0.23664632,0.7575179,katyperry,A MUST READ FOR OUR FUTURE: orlandobloom's photo https://t.co/Gu92AvMAep,,29/09/2016 06:40,en,7727,2149
7.81312e+17,0.92528564,0.06738777,0.0073266644,katyperry,Is something quite atrocious.   https://t.co/lCaBW3MeAz,,29/09/2016 01:58,en,7194,1825
7.8074e+17,0.002261434,0.3458636,0.651875,katyperry,"Today, on #VoterRegistrationDay, I, @funnyordie and @rockthevote invite you to... #IRegistered https://t.co/6kscHoRa0k",,27/09/2016 12:03,en,33155,13915
7.80605e+17,0.002117636,0.13835156,0.8595308,katyperry,From the beginning 👊🏼 https://t.co/JvNAjZZ5jr,,27/09/2016 03:09,en,13711,4717
7.80599e+17,0.13239491,0.8259646,0.041640416,katyperry,when* https://t.co/yipPmkadwu,,27/09/2016 02:43,en,13035,4125
7.80598e+17,0.08557894,0.7751888,0.13923223,katyperry,Sleeping for a week now 👋🏼 #debates,,27/09/2016 02:41,en,9281,2258
7.80597e+17,0.03662649,0.82514304,0.13823049,katyperry,OMG THE BIBLE ❗️ https://t.co/eiUdKAkPGO,,27/09/2016 02:35,en,5538,1408
7.80595e+17,0.1136671,0.84550714,0.04082568,katyperry,@mrgaryhuang @iamrashidajones this is what this gif was made for BRAVO,,27/09/2016 02:29,en,1901,563
7.80595e+17,0.1136671,0.84550714,0.04082568,katyperry,Is this a comedic episode of Black Mirror or... https://t.co/4HtLoqn1la,,27/09/2016 02:27,en,6063,1689
7.80595e+17,0.1136671,0.84550714,0.04082568,instagram,"Elevating a triangle of light into a sidewalk encounter for #WHPlightplay
https://t.co/fzXM90Povi",,27/09/2016 02:30,en,577,101
7.80594e+17,0.7106765,0.2670407,0.022282796,katyperry,This is like watching a frog sitting in water that is boiling slowly... #debates,,27/09/2016 02:23,en,9924,2704
7.80593e+17,0.10062254,0.7994143,0.09996319,katyperry,5 minute time out for sure  https://t.co/28HApNqB4i,,27/09/2016 02:20,en,6649,2010
7.80592e+17,0.40551215,0.53342164,0.06106623,katyperry,May I request one with a pitched down pls  https://t.co/C1JQl010mD,,27/09/2016 02:18,en,4703,1167
7.80592e+17,0.40551215,0.53342164,0.06106623,katyperry,". @sallykohn sorry, meditation. I can't even spell anymore #debates",,27/09/2016 02:16,en,4414,973
7.80592e+17,0.40551215,0.53342164,0.06106623,katyperry,. @sallykohn I'm going straight into a mediation after this.,,27/09/2016 02:15,en,4501,999
7.80591e+17,0.0015143284,0.09705898,0.9014267,katyperry,Must be the prep lol  https://t.co/ds5tG6XjVn,,27/09/2016 02:13,en,7142,1858
7.80591e+17,0.0015143284,0.09705898,0.9014267,katyperry,"@sofifii there you are, welcome to the party bb",,27/09/2016 02:13,en,1756,580
7.8059e+17,0.1318594,0.76067597,0.107464634,katyperry,*sets up catheter to not miss a beat* #debates,,27/09/2016 02:08,en,6336,1565
7.80589e+17,0.081411704,0.66662425,0.251964,katyperry,It's a #Debates drinking game for sure 🍷🍸🍺🍾 https://t.co/0hjPbm6Yuu,,27/09/2016 02:04,en,5403,1367
7.80588e+17,0.029773798,0.5043535,0.46587262,katyperry,I literally just did a dance around the room in my pj's❗️🎤⤵️ https://t.co/DCb4tyk9Zz,,27/09/2016 02:02,en,6521,1724
7.80588e+17,0.029773798,0.5043535,0.46587262,katyperry,. @getglucky and Santa is real lol,,27/09/2016 01:58,en,4229,1022
7.80587e+17,0.07818951,0.66705793,0.25475255,katyperry,Buy me something off my amazon prime list  https://t.co/EWenA4cq1F,,27/09/2016 01:58,en,5672,1582
7.80581e+17,0.006551932,0.13040526,0.86304283,katyperry,She's smiling with ease cause #shesgotthis #ImWithHer #debatenight,,27/09/2016 01:31,en,11701,3583
7.80579e+17,0.023130784,0.44041935,0.5364499,katyperry,YOU LIVE IN YOUR OWN REALITY 💥💣 #debatenight,,27/09/2016 01:24,en,10852,4101
7.80579e+17,0.023130784,0.44041935,0.5364499,TheEllenShow,"They say 100M people are watching these #debates. If you’re interested enough to watch, I hope you’re interested enough to vote. We need you",,27/09/2016 01:24,en,64030,24297
7.80579e+17,0.023130784,0.44041935,0.5364499,KimKardashian,Since Kanye rarely smiles his Kimoji laughing face case is only available today. Times almost up! https://t.co/f1QqN6kTGP,,27/09/2016 01:24,en,4803,652
7.80579e+17,0.023130784,0.44041935,0.5364499,cnnbrk,Get the Florida feels. Watch real-time reaction from undecided voters in the Sunshine State. https://t.co/3zkKhufZdY https://t.co/AhEyshH2qb,,27/09/2016 01:25,en,343,163
7.80513e+17,0.0042430595,0.12876992,0.866987,katyperry,"TOMORROW, I USE MY BODY AS CLICK BAIT TO HELP CHANGE THE WORLD 👊🏼 https://t.co/1a2GMm6PMi",,26/09/2016 21:03,en,17967,6291
7.80513e+17,0.0042430595,0.12876992,0.866987,ddlovato,I love hanging in my sweats watching some Netflix or kicking ass in the gym and Jiu Jitsu 💪💦 #AskDemi #HHM https://t.co/3fIlREepCj,,26/09/2016 21:04,en,9221,3645
7.80513e+17,0.0042430595,0.12876992,0.866987,ddlovato,Definitely Stone Cold or Confident. Loved hearing the reaction from the crowd when we started with Confident 😊… https://t.co/rqyj0IG0dy,,26/09/2016 21:02,en,11422,4235
7.80411e+17,0.009196996,0.7654558,0.22534716,katyperry,Ready for #mudslingmonday #YOUGOTTHISHRC https://t.co/0lbXPnUKDD,,26/09/2016 14:15,en,10444,2867
7.7994e+17,0.03081905,0.91777325,0.051407617,katyperry,@KatyCatKenzie I'm Gaten Matarazzo from ST. TBH.,,25/09/2016 07:05,en,2259,713
7.79938e+17,0.0012911035,0.036065888,0.962643,katyperry,@perryschild thank you for this foto,,25/09/2016 06:56,en,2199,641
7.79937e+17,0.021945762,0.5652046,0.41284958,katyperry,@emilynotchez oh look who's back,,25/09/2016 06:52,en,2099,604
7.79936e+17,0.8451321,0.14406997,0.010797894,katyperry,@hotxcolds @maddisonxperry more shame. I guess I'll just stop interacting.,,25/09/2016 06:49,en,2009,607
7.79935e+17,0.21298562,0.46036443,0.32665,katyperry,. @akaruikaty cause you can't have fun if you don't feel safe bb 💁🏻,,25/09/2016 06:44,en,6244,1317
7.79934e+17,0.0059749144,0.12868482,0.8653403,katyperry,". @maddisonxperry !WOMEN'S! calm down, I scored an 99. (room to grow 💅🏼)",,25/09/2016 06:42,en,4961,1007
7.79933e+17,0.2904643,0.46598178,0.24355386,katyperry,"@Chillinlaidback oh yeah add better education initiatives &amp; affordable schooling, obvi I would have benefited from that as per my typo's 😑",,25/09/2016 06:38,en,1933,612
7.79932e+17,0.010683422,0.13008341,0.8592332,katyperry,. @maddisonxperry oh I forgot mental health awareness❗️🙇🏻‍♀️🙇🏼❤️,,25/09/2016 06:35,en,5481,1164
7.79931e+17,0.11625737,0.6749474,0.20879523,katyperry,". @maddisonxperry national security, gun control, police reform, excess incarceration and woman's rights❗️👊🏼📚",,25/09/2016 06:30,en,5995,1320
7.79901e+17,0.009745812,0.21845493,0.77179927,katyperry,"I agree w/all besides part about the intentions of both candidates. Well spoken KKW, we must feel safe to ask❓'s 👏🏼! https://t.co/Td5XEoHgpL",,25/09/2016 04:31,en,12636,2955
7.79466e+17,0.2421458,0.5629604,0.19489378,katyperry,"AYE, ERRYONE! LISTEN TO THIS CHUNE! (gonna sprain a hip at some point this weekend👣💃🏻👣) https://t.co/IpwrqGTYqZ",,23/09/2016 23:42,en,8826,2395
7.79313e+17,0.0010033948,0.05158317,0.94741344,katyperry,❤️when you find your prince❤️ @ Shanghai Disneyland Park https://t.co/ObMuM96RxV,,23/09/2016 13:35,en,10049,2865
7.78722e+17,0.00084194343,0.032457788,0.96670026,katyperry,Zuck &amp; Chan for prez 2024! 🙌🏼 ❤️,,21/09/2016 22:27,en,9277,2578
7.7872e+17,0.0024052523,0.102953464,0.8946412,katyperry,@ChrisAnokute @zaralarsson been watching it from fetus 👀❤️,,21/09/2016 22:16,en,3647,1394
7.78719e+17,0.07466853,0.8783509,0.04698047,katyperry,Dose me bb https://t.co/PQizdxGN7o,,21/09/2016 22:14,en,7152,2139
7.78329e+17,0.041560005,0.85982996,0.09860994,katyperry,tbh shakespeare 🎭  https://t.co/cbegran1Nh,,20/09/2016 20:24,en,10772,3883
7.78329e+17,0.041560005,0.85982996,0.09860994,ladygaga,"@perfillusion I'm can't wait, the wait for me has felt so long to share this all with you!",,20/09/2016 20:24,en,4333,1751
7.78133e+17,0.06617636,0.61137974,0.32244393,katyperry,so. ready.  https://t.co/jScELN4PoA,,20/09/2016 07:26,en,10705,3297
7.77993e+17,0.05130144,0.7280371,0.22066142,katyperry,my body is a temple 🍬⛪️🍬 https://t.co/V5HDQG0kxG,,19/09/2016 22:10,en,10699,3092
7.77418e+17,0.3434856,0.51996565,0.13654876,katyperry,@BeyElite it's called calling bs 💅🏼💅🏼💅🏼,,18/09/2016 08:02,en,3249,886
7.77416e+17,0.0012627218,0.15830508,0.84043217,katyperry,@kuntyewest needs a chiroprac -gma perry,,18/09/2016 07:57,en,2943,824
7.77416e+17,0.0012627218,0.15830508,0.84043217,katyperry,@KATYPERRYRISES soon I'm on 9%,,18/09/2016 07:56,en,2910,826
7.77416e+17,0.0012627218,0.15830508,0.84043217,katyperry,@godneybjs see you at my show 2K17😘,,18/09/2016 07:54,en,7151,4059
7.77415e+17,0.04068704,0.6613581,0.29795486,katyperry,@liquoronurlips Choose life. Don't let those words come out your mouth.,,18/09/2016 07:53,en,2840,876
7.77415e+17,0.04068704,0.6613581,0.29795486,katyperry,@isaacfromCT no there's always room,,18/09/2016 07:52,en,2384,652
7.77414e+17,0.17018183,0.73130345,0.09851475,katyperry,@pizza4katy calm down,,18/09/2016 07:48,en,2534,707
7.77413e+17,0.0025296682,0.06294711,0.93452317,katyperry,@liquoronurlips will be sending a prayer up for you tonight. You're strong. We have your back. ❤️,,18/09/2016 07:45,en,2761,873
7.77412e+17,0.022814598,0.5072922,0.46989322,katyperry,@HoliestKaty iconic,,18/09/2016 07:39,en,2760,906
7.77411e+17,0.17307505,0.539329,0.28759602,katyperry,@Amelia_Libman also I hv had one of those lime a ritas and they are cray,,18/09/2016 07:38,en,2180,606
7.77411e+17,0.17307505,0.539329,0.28759602,katyperry,@Amelia_Libman I've only had 2 can't I just b nice,,18/09/2016 07:37,en,2172,593
7.77411e+17,0.17307505,0.539329,0.28759602,cnnbrk,Cops: Man stabs 8 people at MN mall before off-duty officer kills him; witness says he asks if 1 target was Muslim. https://t.co/knSJWJ4taI,,18/09/2016 07:38,en,689,928
7.7741e+17,0.001454996,0.04202152,0.95652354,katyperry,@katycatSWEDEN thank you for this,,18/09/2016 07:33,en,2222,605
7.77409e+17,0.005973722,0.076683074,0.9173432,katyperry,@hollykittykaty @Katysprincess drink pedialyte.,,18/09/2016 07:30,en,2031,575
7.77409e+17,0.005973722,0.076683074,0.9173432,katyperry,@Katysprincess drink 1 glass of water,,18/09/2016 07:29,en,2169,616
7.77409e+17,0.005973722,0.076683074,0.9173432,katyperry,@katysdonut a finely chopped anything. Love endive tho and I go wild for hearts of palm tbh.,,18/09/2016 07:26,en,2108,619
7.77407e+17,0.02253741,0.52993387,0.4475287,katyperry,@carlythekatycat jk ily,,18/09/2016 07:21,en,2111,595
7.77407e+17,0.02253741,0.52993387,0.4475287,katyperry,"@carlythekatycat don't come for me, I birthed u",,18/09/2016 07:21,en,2294,695
7.77407e+17,0.02253741,0.52993387,0.4475287,katyperry,"@katycatsophia at least we're on the same time zones, think of Brazil",,18/09/2016 07:19,en,2570,1067
7.77406e+17,0.012607447,0.8189424,0.1684501,katyperry,"@Leah_Haworth @fridaaperry @katystumblrr I hv 140 characters, whut do u want?",,18/09/2016 07:18,en,2335,742
7.77406e+17,0.012607447,0.8189424,0.1684501,katyperry,@Iegendarylovers @KatysMyHabibi @katystumblrr yeah mines in the mail,,18/09/2016 07:16,en,1997,566
7.77402e+17,0.4784573,0.4714514,0.05009131,katyperry,@Katycatveronica because I am saving some mystery. Jk I don't have room on my phone. Waiting for my new iPhone with more storage. 😑,,18/09/2016 07:02,en,2489,858
7.77402e+17,0.4784573,0.4714514,0.05009131,katyperry,"@Jes00sica everything's a lie, watch zeitgeist.",,18/09/2016 07:00,en,1993,590
7.77402e+17,0.4784573,0.4714514,0.05009131,katyperry,@evrenperry stay shook papa,,18/09/2016 06:59,en,2176,684
7.77402e+17,0.4784573,0.4714514,0.05009131,katyperry,@KatysMyHabibi @katystumblrr meaning I need more space on my phone to do stories cause I'm a secret hoarder.,,18/09/2016 06:59,en,2081,635
7.77401e+17,0.17544761,0.76319784,0.06135453,katyperry,@fridaaperry @katystumblrr this is true. I meant to add there was condiments on the first 1 and the 2nd one I didn't have time. 😔,,18/09/2016 06:57,en,2000,596
7.77401e+17,0.17544761,0.76319784,0.06135453,katyperry,"@katyperryslave @katystumblrr cuz I'm hungry, u?",,18/09/2016 06:56,en,2155,738
7.774e+17,0.50148886,0.43120322,0.06730787,katyperry,@katystumblrr to b clear the 1st time means my 1st hot dog. There were 2.  #moreshame #idcimwriting #helovesmeforme,,18/09/2016 06:54,en,2043,635
7.774e+17,0.50148886,0.43120322,0.06730787,katyperry,@katystumblrr cuz I tried to do it the 1st time &amp; I didn't have any space so I deleted an app &amp; had to do it again &amp; then my fv song came on,,18/09/2016 06:53,en,2193,699
7.77376e+17,0.031472016,0.36350596,0.605022,katyperry,I no longer subscribe to organized religion but I believe in @chancetherapper 🙏🏼,,18/09/2016 05:19,en,16890,4201
7.77228e+17,0.6201534,0.33828714,0.0415594,katyperry,😩me and you when we fight😩 https://t.co/yeFbCoV3us,,17/09/2016 19:28,en,10156,2834
7.7709e+17,0.012838396,0.5146876,0.47247404,katyperry,@perrysmic it was a belly laugh tbh,,17/09/2016 10:20,en,2364,703
7.77089e+17,0.01613288,0.6128544,0.37101275,katyperry,@Hakimkharbouch bless,,17/09/2016 10:18,en,2252,658
7.77086e+17,0.051976483,0.5162223,0.4318013,katyperry,idc about followers but I hope this one gets me to 56 milly on ig cause my ocd is flaring https://t.co/OBKPpqDjhc,,17/09/2016 10:05,en,10619,2799
